Seller,Department,Revenue,Revenue Goal,Margin,Margin Goal,Date,Sales Quantity,Customers
Letícia Ribeiro,Acessórios,5012.14,1837.46,0.54,0.44,2018-10-23,32,127
Enzo Nascimento,Casa,13819.36,5421.71,0.44,0.3,2018-10-23,90,143
Guilherme Santos,Casa,1875.4,11698.02,0.32,0.26,2018-10-23,11,39
Vitória Ribeiro,Brinquedo,9455.94,7868.52,0.18,0.25,2018-10-23,59,204
Julia Araújo,Esportes,7737.98,8168.92,0.13,0.3,2018-10-23,45,181
Lucas Rodrigues,Esportes,12709.01,11064.82,0.33,0.27,2018-10-23,86,351
Thiago Carvalho,Esportes,20513.27,7591.59,0.25,0.3,2018-10-23,143,313
Mateus Barbosa,Eletrônicos,6698.77,4232.34,0.1,0.21,2018-10-23,35,130
Camila Carvalho,Casa,10719.47,9963.22,0.2,0.25,2018-10-23,68,128
Diego Cardoso,Vestuário,12336.77,5737.28,0.14,0.17,2018-10-23,72,248
Jorge Santos,Brinquedo,9998.24,2691.09,0.12,0.24,2018-10-23,71,220
Raphael Silva,Papelaria,4598.6,2357.08,0.43,0.4,2018-10-23,32,145
Caroline Reis,Papelaria,404.53,1949.08,0.68,0.43,2018-10-23,3,8
Letícia Nascimento,Eletrônicos,8036.53,11744.32,0.2,0.2,2018-10-24,48,209
Ana Sousa,Eletrônicos,11082.76,7900.7,0.12,0.18,2018-10-24,65,191
Gustavo Martins,Eletrônicos,14739.82,6434.57,0.31,0.18,2018-10-24,93,188
Beatriz Santos,Vestuário,2286.25,5768.71,0.13,0.15,2018-10-24,11,46
Camila Lima,Vestuário,13467.74,6098.13,0.1,0.16,2018-10-24,89,142
Thiago Barbosa,Acessórios,1877.76,3008.63,0.22,0.5,2018-10-24,9,21
Letícia Ribeiro,Acessórios,5003.5,1592.35,0.22,0.6,2018-10-24,32,143
Enzo Nascimento,Casa,2045.56,10282.28,0.44,0.29,2018-10-24,12,47
Guilherme Santos,Casa,11638.69,4278.58,0.23,0.25,2018-10-24,77,320
Vitória Ribeiro,Brinquedo,5421.22,8713.62,0.31,0.27,2018-10-24,36,72
Julia Araújo,Esportes,3771.76,5436.9,0.13,0.36,2018-10-24,23,73
Lucas Rodrigues,Esportes,18031.12,7580.65,0.31,0.27,2018-10-24,156,491
Thiago Carvalho,Esportes,1487.92,3663.83,0.2,0.39,2018-10-24,8,32
Mateus Barbosa,Eletrônicos,8518.5,7209.47,0.15,0.23,2018-10-24,50,179
Camila Carvalho,Casa,11675.59,6447.67,0.17,0.28,2018-10-24,78,148
Diego Cardoso,Vestuário,3910.75,5782.16,0.16,0.21,2018-10-24,23,64
Jorge Santos,Brinquedo,3755.34,8240.11,0.35,0.3,2018-10-24,21,72
Raphael Silva,Papelaria,878.15,3424.41,0.47,0.49,2018-10-24,6,22
Caroline Reis,Papelaria,2059.29,1535.54,0.41,0.43,2018-10-24,11,33
Letícia Nascimento,Eletrônicos,17208.86,5073.84,0.26,0.2,2018-10-25,164,304
Ana Sousa,Eletrônicos,10549.42,3657.46,0.18,0.22,2018-10-25,63,92
Gustavo Martins,Eletrônicos,14794.96,8338.39,0.22,0.2,2018-10-25,90,326
Beatriz Santos,Vestuário,2233.46,3604.32,0.26,0.19,2018-10-25,9,16
Camila Lima,Vestuário,12762.38,3224.9,0.27,0.17,2018-10-25,81,270
Thiago Barbosa,Acessórios,3695.51,3163.41,0.32,0.52,2018-10-25,21,69
Letícia Ribeiro,Acessórios,5031.16,1183.79,0.52,0.46,2018-10-25,30,46
Enzo Nascimento,Casa,3231.29,11526.88,0.22,0.22,2018-10-25,17,38
Guilherme Santos,Casa,9532.51,12851.68,0.26,0.31,2018-10-25,54,131
Vitória Ribeiro,Brinquedo,11403.7,7898.96,0.32,0.28,2018-10-25,71,116
Julia Araújo,Esportes,4208.92,11343.31,0.23,0.35,2018-10-25,26,85
Lucas Rodrigues,Esportes,7434.45,10322.95,0.49,0.3,2018-10-25,48,172
Thiago Carvalho,Esportes,12751.45,7446.35,0.17,0.36,2018-10-25,86,305
Mateus Barbosa,Eletrônicos,7437.2,9694.64,0.32,0.22,2018-10-25,44,189
Camila Carvalho,Casa,18847.84,5657.2,0.33,0.23,2018-10-25,159,556
Diego Cardoso,Vestuário,2499.52,7602.41,0.14,0.19,2018-10-25,15,24
Jorge Santos,Brinquedo,7072.56,4188.94,0.38,0.3,2018-10-25,42,94
Raphael Silva,Papelaria,3023.06,1830.87,0.29,0.38,2018-10-25,21,81
Caroline Reis,Papelaria,171.81,2354.13,0.29,0.41,2018-10-25,2,5
Letícia Nascimento,Eletrônicos,13226.42,7455.51,0.19,0.19,2018-10-26,84,143
Ana Sousa,Eletrônicos,13263.62,9162.92,0.19,0.16,2018-10-26,83,193
Gustavo Martins,Eletrônicos,3901.36,8617.54,0.22,0.19,2018-10-26,24,62
Beatriz Santos,Vestuário,2882.56,7211.97,0.1,0.17,2018-10-26,18,76
Camila Lima,Vestuário,6501.91,3312.56,0.25,0.21,2018-10-26,42,145
Thiago Barbosa,Acessórios,4022.06,2746.33,0.46,0.48,2018-10-26,29,92
Letícia Ribeiro,Acessórios,5372.82,3708.02,0.58,0.52,2018-10-26,36,52
Enzo Nascimento,Casa,11325.26,7402.21,0.32,0.25,2018-10-26,74,208
Guilherme Santos,Casa,16118.82,3492.45,0.35,0.29,2018-10-26,102,284
Vitória Ribeiro,Brinquedo,9188.24,5479.85,0.29,0.23,2018-10-26,60,245
Julia Araújo,Esportes,15680.18,12822.03,0.22,0.31,2018-10-26,96,415
Lucas Rodrigues,Esportes,4259.14,6434.78,0.14,0.27,2018-10-26,29,103
Thiago Carvalho,Esportes,1967.65,4382.82,0.49,0.33,2018-10-26,9,41
Mateus Barbosa,Eletrônicos,452.79,3363.41,0.08,0.2,2018-10-26,2,5
Camila Carvalho,Casa,3505.41,4793.78,0.13,0.24,2018-10-26,18,77
Diego Cardoso,Vestuário,10922.04,2511.58,0.2,0.18,2018-10-26,71,206
Jorge Santos,Brinquedo,5968.58,9795.24,0.11,0.26,2018-10-26,36,110
Raphael Silva,Papelaria,270.0,1969.85,0.22,0.43,2018-10-26,2,6
Caroline Reis,Papelaria,4722.86,906.55,0.23,0.45,2018-10-26,32,134
Letícia Nascimento,Eletrônicos,10520.6,5318.32,0.19,0.19,2018-10-27,63,255
Ana Sousa,Eletrônicos,11064.92,9394.11,0.26,0.23,2018-10-27,69,155
Gustavo Martins,Eletrônicos,3979.82,3361.86,0.18,0.18,2018-10-27,24,59
Beatriz Santos,Vestuário,10728.97,5668.29,0.2,0.17,2018-10-27,62,103
Camila Lima,Vestuário,6831.5,5098.36,0.08,0.17,2018-10-27,48,65
Thiago Barbosa,Acessórios,6668.62,1518.44,0.22,0.56,2018-10-27,39,82
Letícia Ribeiro,Acessórios,2607.86,1627.4,0.38,0.58,2018-10-27,14,46
Enzo Nascimento,Casa,754.67,12012.98,0.43,0.23,2018-10-27,3,13
Guilherme Santos,Casa,10648.19,12147.91,0.13,0.3,2018-10-27,66,288
Vitória Ribeiro,Brinquedo,10911.64,3622.05,0.37,0.29,2018-10-27,62,157
Julia Araújo,Esportes,13953.64,12326.85,0.36,0.3,2018-10-27,80,290
Lucas Rodrigues,Esportes,16120.55,10391.04,0.3,0.3,2018-10-27,90,196
Thiago Carvalho,Esportes,11403.86,6874.81,0.29,0.34,2018-10-27,83,282
Mateus Barbosa,Eletrônicos,12863.23,9310.84,0.18,0.23,2018-10-27,84,372
Camila Carvalho,Casa,3065.4,5188.72,0.28,0.22,2018-10-27,20,60
Diego Cardoso,Vestuário,334.98,8268.48,0.07,0.19,2018-10-27,2,4
Jorge Santos,Brinquedo,3636.74,9460.26,0.23,0.22,2018-10-27,24,82
Raphael Silva,Papelaria,2924.98,2137.3,0.23,0.5,2018-10-27,17,35
Caroline Reis,Papelaria,1430.55,2975.74,0.29,0.4,2018-10-27,6,9
Letícia Nascimento,Eletrônicos,6513.3,9416.72,0.24,0.2,2018-10-28,35,118
Ana Sousa,Eletrônicos,4578.1,7254.63,0.26,0.23,2018-10-28,32,110
Gustavo Martins,Eletrônicos,12523.23,4228.88,0.32,0.22,2018-10-28,86,359
Beatriz Santos,Vestuário,4081.12,2524.23,0.14,0.15,2018-10-28,27,72
Camila Lima,Vestuário,7283.02,4693.86,0.18,0.17,2018-10-28,45,119
Thiago Barbosa,Acessórios,5921.98,1376.06,0.62,0.42,2018-10-28,35,111
Letícia Ribeiro,Acessórios,266.67,2288.18,0.26,0.6,2018-10-28,2,6
Enzo Nascimento,Casa,12122.1,7427.72,0.32,0.25,2018-10-28,71,156
Guilherme Santos,Casa,13862.84,5946.64,0.18,0.33,2018-10-28,83,247
Vitória Ribeiro,Brinquedo,15409.37,6248.41,0.27,0.23,2018-10-28,96,177
Julia Araújo,Esportes,3016.64,12585.44,0.38,0.31,2018-10-28,21,67
Lucas Rodrigues,Esportes,19248.68,5392.15,0.51,0.39,2018-10-28,168,447
Thiago Carvalho,Esportes,7518.58,6605.37,0.34,0.34,2018-10-28,44,174
Mateus Barbosa,Eletrônicos,9891.99,6271.49,0.26,0.2,2018-10-28,57,121
Camila Carvalho,Casa,2587.93,10633.39,0.14,0.32,2018-10-28,14,62
Diego Cardoso,Vestuário,3438.61,7069.57,0.1,0.15,2018-10-28,18,26
Jorge Santos,Brinquedo,1148.92,7984.3,0.18,0.23,2018-10-28,5,14
Raphael Silva,Papelaria,3065.49,2524.77,0.18,0.49,2018-10-28,18,84
Caroline Reis,Papelaria,3590.78,1094.0,0.45,0.49,2018-10-28,18,37
Letícia Nascimento,Eletrônicos,17520.16,5628.17,0.1,0.23,2018-10-29,179,550
Ana Sousa,Eletrônicos,3705.23,4981.61,0.31,0.22,2018-10-29,21,72
Gustavo Martins,Eletrônicos,19130.76,7011.32,0.1,0.23,2018-10-29,177,270
Beatriz Santos,Vestuário,13899.51,8651.93,0.12,0.2,2018-10-29,90,320
Camila Lima,Vestuário,7188.39,2481.52,0.08,0.17,2018-10-29,47,210
Thiago Barbosa,Acessórios,2986.31,2269.82,0.68,0.56,2018-10-29,21,58
Letícia Ribeiro,Acessórios,3588.77,1728.02,0.54,0.42,2018-10-29,24,108
Enzo Nascimento,Casa,1251.23,5084.48,0.24,0.29,2018-10-29,5,14
Guilherme Santos,Casa,11034.72,6724.35,0.39,0.32,2018-10-29,66,301
Vitória Ribeiro,Brinquedo,9735.8,7699.41,0.32,0.24,2018-10-29,53,159
Julia Araújo,Esportes,832.7,4335.55,0.3,0.36,2018-10-29,2,6
Lucas Rodrigues,Esportes,599.65,12576.92,0.29,0.38,2018-10-29,3,14
Thiago Carvalho,Esportes,2440.37,11131.2,0.47,0.29,2018-10-29,17,47
Mateus Barbosa,Eletrônicos,11291.31,10664.17,0.25,0.24,2018-10-29,80,270
Camila Carvalho,Casa,7335.59,7942.88,0.19,0.29,2018-10-29,44,109
Diego Cardoso,Vestuário,3638.74,6137.84,0.14,0.21,2018-10-29,21,66
Jorge Santos,Brinquedo,11207.92,3946.84,0.39,0.26,2018-10-29,80,214
Raphael Silva,Papelaria,5530.75,1216.15,0.52,0.43,2018-10-29,35,96
Caroline Reis,Papelaria,3302.48,2207.23,0.4,0.49,2018-10-29,20,60
Letícia Nascimento,Eletrônicos,6411.82,6486.73,0.18,0.18,2018-10-30,44,154
Ana Sousa,Eletrônicos,6362.44,5419.01,0.22,0.19,2018-10-30,41,110
Gustavo Martins,Eletrônicos,5653.69,9065.12,0.12,0.19,2018-10-30,36,132
Beatriz Santos,Vestuário,12024.29,6021.76,0.23,0.19,2018-10-30,81,193
Camila Lima,Vestuário,5072.8,4520.45,0.23,0.15,2018-10-30,32,117
Thiago Barbosa,Acessórios,1540.04,3897.34,0.52,0.54,2018-10-30,8,32
Letícia Ribeiro,Acessórios,5163.68,3710.23,0.42,0.52,2018-10-30,32,69
Enzo Nascimento,Casa,21504.85,6104.92,0.21,0.23,2018-10-30,131,192
Guilherme Santos,Casa,19354.68,3872.34,0.29,0.31,2018-10-30,185,672
Vitória Ribeiro,Brinquedo,4877.17,6614.62,0.26,0.29,2018-10-30,29,74
Julia Araújo,Esportes,18730.08,11265.66,0.48,0.31,2018-10-30,140,249
Lucas Rodrigues,Esportes,20678.33,12250.15,0.45,0.36,2018-10-30,138,251
Thiago Carvalho,Esportes,9466.07,10779.28,0.25,0.33,2018-10-30,60,170
Mateus Barbosa,Eletrônicos,16183.62,8550.43,0.13,0.23,2018-10-30,96,195
Camila Carvalho,Casa,11509.0,13224.51,0.14,0.3,2018-10-30,81,295
Diego Cardoso,Vestuário,1486.15,8737.58,0.17,0.15,2018-10-30,6,16
Jorge Santos,Brinquedo,399.38,4587.34,0.15,0.3,2018-10-30,3,7
Raphael Silva,Papelaria,2819.18,1434.8,0.22,0.41,2018-10-30,14,58
Caroline Reis,Papelaria,2617.74,3450.42,0.23,0.47,2018-10-30,15,27
Letícia Nascimento,Eletrônicos,1608.64,5393.45,0.21,0.16,2018-10-31,9,23
Ana Sousa,Eletrônicos,1529.37,9667.35,0.29,0.17,2018-10-31,9,34
Gustavo Martins,Eletrônicos,4877.19,10396.64,0.25,0.18,2018-10-31,32,55
Beatriz Santos,Vestuário,1932.62,7737.57,0.2,0.16,2018-10-31,9,16
Camila Lima,Vestuário,377.37,2853.34,0.24,0.15,2018-10-31,3,10
Thiago Barbosa,Acessórios,5727.02,3260.63,0.3,0.48,2018-10-31,33,91
Letícia Ribeiro,Acessórios,4653.83,4001.94,0.72,0.52,2018-10-31,30,109
Enzo Nascimento,Casa,10715.72,8579.54,0.15,0.25,2018-10-31,74,339
Guilherme Santos,Casa,14674.59,10852.52,0.43,0.25,2018-10-31,95,272
Vitória Ribeiro,Brinquedo,1485.02,7905.89,0.32,0.29,2018-10-31,6,25
Julia Araújo,Esportes,9133.27,8752.34,0.17,0.38,2018-10-31,63,191
Lucas Rodrigues,Esportes,13424.47,10402.34,0.21,0.38,2018-10-31,87,158
Thiago Carvalho,Esportes,19764.11,9212.06,0.3,0.33,2018-10-31,131,282
Mateus Barbosa,Eletrônicos,1194.39,11860.02,0.31,0.17,2018-10-31,5,15
Camila Carvalho,Casa,11805.28,11179.44,0.34,0.29,2018-10-31,74,197
Diego Cardoso,Vestuário,10176.34,6296.96,0.07,0.17,2018-10-31,65,234
Jorge Santos,Brinquedo,3834.2,9477.61,0.37,0.28,2018-10-31,20,75
Raphael Silva,Papelaria,2180.3,1963.08,0.49,0.45,2018-10-31,9,40
Caroline Reis,Papelaria,4543.13,2375.21,0.47,0.38,2018-10-31,29,73
Letícia Nascimento,Eletrônicos,7496.6,6635.84,0.23,0.17,2018-11-01,47,215
Ana Sousa,Eletrônicos,14180.9,8084.93,0.22,0.18,2018-11-01,90,365
Gustavo Martins,Eletrônicos,13943.09,7046.91,0.19,0.16,2018-11-01,93,323
Beatriz Santos,Vestuário,12184.65,7652.54,0.16,0.2,2018-11-01,78,160
Camila Lima,Vestuário,5310.99,8376.93,0.24,0.2,2018-11-01,35,161
Thiago Barbosa,Acessórios,5344.0,2353.88,0.56,0.48,2018-11-01,35,84
Letícia Ribeiro,Acessórios,6908.85,3120.05,0.74,0.5,2018-11-01,44,67
Enzo Nascimento,Casa,11076.82,10656.94,0.37,0.29,2018-11-01,68,228
Guilherme Santos,Casa,756.09,12845.97,0.22,0.3,2018-11-01,2,5
Vitória Ribeiro,Brinquedo,6791.76,3463.31,0.3,0.22,2018-11-01,44,70
Julia Araújo,Esportes,10132.83,11304.97,0.22,0.29,2018-11-01,62,131
Lucas Rodrigues,Esportes,9982.24,5944.59,0.17,0.35,2018-11-01,68,161
Thiago Carvalho,Esportes,3988.26,8031.76,0.33,0.36,2018-11-01,24,77
Mateus Barbosa,Eletrônicos,8857.53,6950.61,0.23,0.2,2018-11-01,62,227
Camila Carvalho,Casa,21183.68,6183.47,0.24,0.3,2018-11-01,128,488
Diego Cardoso,Vestuário,10999.82,3266.03,0.27,0.21,2018-11-01,65,231
Jorge Santos,Brinquedo,15121.69,3479.6,0.17,0.2,2018-11-01,93,273
Raphael Silva,Papelaria,1939.25,2940.46,0.54,0.47,2018-11-01,12,42
Caroline Reis,Papelaria,4518.99,2186.19,0.67,0.54,2018-11-01,24,84
Letícia Nascimento,Eletrônicos,18986.26,9881.75,0.3,0.21,2018-11-02,161,569
Ana Sousa,Eletrônicos,15833.05,5942.99,0.26,0.22,2018-11-02,93,231
Gustavo Martins,Eletrônicos,7901.32,9711.32,0.1,0.2,2018-11-02,56,169
Beatriz Santos,Vestuário,3323.7,7668.43,0.08,0.18,2018-11-02,17,49
Camila Lima,Vestuário,8538.26,2684.84,0.22,0.18,2018-11-02,48,130
Thiago Barbosa,Acessórios,5294.16,2508.5,0.32,0.54,2018-11-02,38,96
Letícia Ribeiro,Acessórios,722.34,3589.22,0.34,0.46,2018-11-02,2,5
Enzo Nascimento,Casa,14222.48,9316.98,0.28,0.32,2018-11-02,98,198
Guilherme Santos,Casa,10451.68,10098.74,0.43,0.25,2018-11-02,63,168
Vitória Ribeiro,Brinquedo,12021.28,6098.33,0.13,0.24,2018-11-02,75,130
Julia Araújo,Esportes,16217.5,6047.1,0.34,0.3,2018-11-02,99,451
Lucas Rodrigues,Esportes,12407.6,5530.3,0.21,0.31,2018-11-02,80,252
Thiago Carvalho,Esportes,16551.61,10208.32,0.14,0.34,2018-11-02,183,699
Mateus Barbosa,Eletrônicos,2329.2,11287.33,0.23,0.22,2018-11-02,14,38
Camila Carvalho,Casa,17489.09,13485.26,0.17,0.22,2018-11-02,177,490
Diego Cardoso,Vestuário,8890.0,3323.12,0.21,0.15,2018-11-02,56,247
Jorge Santos,Brinquedo,14356.48,4305.96,0.35,0.24,2018-11-02,108,281
Raphael Silva,Papelaria,4818.2,1967.72,0.22,0.49,2018-11-02,29,49
Caroline Reis,Papelaria,3528.2,2193.73,0.25,0.38,2018-11-02,20,48
Letícia Nascimento,Eletrônicos,5426.19,5942.5,0.22,0.22,2018-11-03,38,138
Ana Sousa,Eletrônicos,3358.96,10903.79,0.19,0.17,2018-11-03,18,31
Gustavo Martins,Eletrônicos,10125.9,8389.42,0.3,0.24,2018-11-03,62,179
Beatriz Santos,Vestuário,2393.44,2753.89,0.09,0.18,2018-11-03,17,59
Camila Lima,Vestuário,9472.72,2443.72,0.08,0.2,2018-11-03,57,220
Thiago Barbosa,Acessórios,2866.61,4014.09,0.58,0.5,2018-11-03,17,49
Letícia Ribeiro,Acessórios,2231.01,4248.76,0.48,0.54,2018-11-03,14,43
Enzo Nascimento,Casa,20560.84,6363.4,0.39,0.25,2018-11-03,143,652
Guilherme Santos,Casa,7044.14,4357.82,0.44,0.33,2018-11-03,47,185
Vitória Ribeiro,Brinquedo,13866.37,9407.0,0.2,0.26,2018-11-03,87,211
Julia Araújo,Esportes,8902.26,12750.93,0.25,0.34,2018-11-03,63,125
Lucas Rodrigues,Esportes,7545.22,7181.44,0.21,0.35,2018-11-03,47,214
Thiago Carvalho,Esportes,8220.89,5463.56,0.29,0.3,2018-11-03,56,92
Mateus Barbosa,Eletrônicos,7925.33,3139.96,0.18,0.18,2018-11-03,54,150
Camila Carvalho,Casa,5026.52,5329.44,0.37,0.31,2018-11-03,29,90
Diego Cardoso,Vestuário,283.72,8793.83,0.09,0.17,2018-11-03,3,10
Jorge Santos,Brinquedo,6572.88,5898.15,0.34,0.27,2018-11-03,41,142
Raphael Silva,Papelaria,3493.01,3060.04,0.52,0.49,2018-11-03,23,104
Caroline Reis,Papelaria,2786.04,2490.64,0.63,0.4,2018-11-03,17,69
Letícia Nascimento,Eletrônicos,1573.63,10069.11,0.11,0.23,2018-11-04,9,27
Ana Sousa,Eletrônicos,5572.12,11314.24,0.14,0.21,2018-11-04,35,48
Gustavo Martins,Eletrônicos,13335.98,5788.64,0.16,0.16,2018-11-04,80,171
Beatriz Santos,Vestuário,509.33,4001.62,0.27,0.19,2018-11-04,3,10
Camila Lima,Vestuário,1342.15,5707.33,0.08,0.2,2018-11-04,3,11
Thiago Barbosa,Acessórios,6800.31,3113.73,0.56,0.46,2018-11-04,42,182
Letícia Ribeiro,Acessórios,5333.13,2329.94,0.66,0.44,2018-11-04,35,60
Enzo Nascimento,Casa,20699.57,4356.86,0.12,0.29,2018-11-04,123,327
Guilherme Santos,Casa,13298.02,12463.16,0.25,0.33,2018-11-04,80,330
Vitória Ribeiro,Brinquedo,14573.9,4555.98,0.33,0.3,2018-11-04,96,424
Julia Araújo,Esportes,5827.41,7773.93,0.14,0.34,2018-11-04,35,71
Lucas Rodrigues,Esportes,2392.72,10947.6,0.38,0.31,2018-11-04,17,31
Thiago Carvalho,Esportes,19472.67,4135.1,0.27,0.29,2018-11-04,113,353
Mateus Barbosa,Eletrônicos,11089.4,9514.64,0.12,0.18,2018-11-04,69,142
Camila Carvalho,Casa,21423.78,7529.78,0.22,0.33,2018-11-04,168,694
Diego Cardoso,Vestuário,2169.5,5918.98,0.15,0.19,2018-11-04,12,29
Jorge Santos,Brinquedo,2183.54,9768.98,0.36,0.26,2018-11-04,12,32
Raphael Silva,Papelaria,4017.96,3409.4,0.58,0.38,2018-11-04,29,44
Caroline Reis,Papelaria,4355.26,3231.4,0.29,0.52,2018-11-04,29,52
Letícia Nascimento,Eletrônicos,8455.9,10730.32,0.26,0.17,2018-11-05,56,135
Ana Sousa,Eletrônicos,4366.37,11199.62,0.24,0.18,2018-11-05,29,117
Gustavo Martins,Eletrônicos,7251.28,6662.63,0.22,0.2,2018-11-05,45,139
Beatriz Santos,Vestuário,5949.18,6784.88,0.19,0.14,2018-11-05,42,88
Camila Lima,Vestuário,9079.29,2798.06,0.17,0.18,2018-11-05,59,221
Thiago Barbosa,Acessórios,6639.75,1612.71,0.34,0.6,2018-11-05,44,145
Letícia Ribeiro,Acessórios,2450.68,1524.28,0.64,0.48,2018-11-05,17,53
Enzo Nascimento,Casa,2229.82,7345.87,0.23,0.24,2018-11-05,12,56
Guilherme Santos,Casa,17091.34,12386.54,0.35,0.3,2018-11-05,176,271
Vitória Ribeiro,Brinquedo,15797.05,7658.08,0.29,0.28,2018-11-05,96,144
Julia Araújo,Esportes,15138.58,12844.19,0.4,0.34,2018-11-05,101,282
Lucas Rodrigues,Esportes,2506.07,10875.53,0.39,0.27,2018-11-05,14,52
Thiago Carvalho,Esportes,17476.74,8532.27,0.34,0.34,2018-11-05,137,320
Mateus Barbosa,Eletrônicos,3633.73,7747.22,0.11,0.18,2018-11-05,21,52
Camila Carvalho,Casa,12514.16,11913.68,0.14,0.24,2018-11-05,87,153
Diego Cardoso,Vestuário,2113.72,5489.93,0.11,0.17,2018-11-05,11,32
Jorge Santos,Brinquedo,10441.89,7255.64,0.31,0.3,2018-11-05,65,125
Raphael Silva,Papelaria,3749.6,2533.72,0.65,0.38,2018-11-05,23,63
Caroline Reis,Papelaria,4064.13,1432.01,0.25,0.38,2018-11-05,29,71
Letícia Nascimento,Eletrônicos,3359.32,6826.21,0.19,0.23,2018-11-06,20,73
Ana Sousa,Eletrônicos,14093.42,6469.34,0.26,0.18,2018-11-06,101,229
Gustavo Martins,Eletrônicos,5115.56,5586.08,0.32,0.23,2018-11-06,30,57
Beatriz Santos,Vestuário,11320.85,8518.39,0.18,0.17,2018-11-06,75,176
Camila Lima,Vestuário,8949.28,4082.06,0.17,0.19,2018-11-06,63,108
Thiago Barbosa,Acessórios,3278.81,2156.85,0.36,0.42,2018-11-06,21,97
Letícia Ribeiro,Acessórios,2578.0,3072.46,0.6,0.4,2018-11-06,14,23
Enzo Nascimento,Casa,15698.38,5362.15,0.22,0.24,2018-11-06,98,441
Guilherme Santos,Casa,5865.28,4797.63,0.21,0.25,2018-11-06,35,99
Vitória Ribeiro,Brinquedo,8783.96,4197.13,0.32,0.21,2018-11-06,51,235
Julia Araújo,Esportes,19898.21,6779.7,0.49,0.36,2018-11-06,123,224
Lucas Rodrigues,Esportes,13770.0,9044.46,0.31,0.38,2018-11-06,93,362
Thiago Carvalho,Esportes,5797.76,4533.03,0.34,0.27,2018-11-06,38,120
Mateus Barbosa,Eletrônicos,6458.83,6983.68,0.3,0.19,2018-11-06,38,105
Camila Carvalho,Casa,8066.74,10878.86,0.14,0.26,2018-11-06,51,76
Diego Cardoso,Vestuário,2726.64,2403.09,0.11,0.2,2018-11-06,17,40
Jorge Santos,Brinquedo,7298.28,3402.47,0.28,0.23,2018-11-06,45,116
Raphael Silva,Papelaria,5221.69,1295.08,0.47,0.47,2018-11-06,33,144
Caroline Reis,Papelaria,817.27,1170.7,0.27,0.45,2018-11-06,3,7
Letícia Nascimento,Eletrônicos,14688.2,11684.54,0.14,0.18,2018-11-07,93,144
Ana Sousa,Eletrônicos,8406.02,4159.58,0.1,0.24,2018-11-07,53,143
Gustavo Martins,Eletrônicos,16562.99,7502.62,0.09,0.2,2018-11-07,110,303
Beatriz Santos,Vestuário,7402.68,2256.32,0.17,0.2,2018-11-07,42,96
Camila Lima,Vestuário,2694.76,2468.12,0.24,0.17,2018-11-07,15,38
Thiago Barbosa,Acessórios,4581.9,1126.82,0.62,0.52,2018-11-07,32,63
Letícia Ribeiro,Acessórios,5585.44,1767.06,0.4,0.46,2018-11-07,35,83
Enzo Nascimento,Casa,12901.18,5664.38,0.35,0.28,2018-11-07,89,375
Guilherme Santos,Casa,17625.49,4823.66,0.39,0.29,2018-11-07,113,216
Vitória Ribeiro,Brinquedo,2938.57,3120.32,0.1,0.27,2018-11-07,21,60
Julia Araújo,Esportes,3826.26,7842.91,0.35,0.36,2018-11-07,23,78
Lucas Rodrigues,Esportes,17709.28,11301.7,0.35,0.36,2018-11-07,111,414
Thiago Carvalho,Esportes,17387.08,11907.22,0.22,0.36,2018-11-07,182,663
Mateus Barbosa,Eletrônicos,13453.94,9556.24,0.14,0.18,2018-11-07,89,178
Camila Carvalho,Casa,9944.82,3817.87,0.17,0.24,2018-11-07,62,165
Diego Cardoso,Vestuário,962.15,2257.18,0.2,0.17,2018-11-07,6,28
Jorge Santos,Brinquedo,799.67,4204.84,0.33,0.21,2018-11-07,2,4
Raphael Silva,Papelaria,687.28,1768.43,0.67,0.45,2018-11-07,2,5
Caroline Reis,Papelaria,922.88,1856.97,0.45,0.52,2018-11-07,5,15
Letícia Nascimento,Eletrônicos,11003.96,8187.1,0.28,0.18,2018-11-08,74,324
Ana Sousa,Eletrônicos,13138.36,7793.46,0.11,0.19,2018-11-08,84,351
Gustavo Martins,Eletrônicos,15148.91,4219.99,0.29,0.19,2018-11-08,105,428
Beatriz Santos,Vestuário,5710.48,2531.12,0.27,0.18,2018-11-08,38,170
Camila Lima,Vestuário,10478.84,8687.5,0.13,0.16,2018-11-08,62,174
Thiago Barbosa,Acessórios,910.58,3717.43,0.26,0.6,2018-11-08,3,13
Letícia Ribeiro,Acessórios,6514.83,1897.96,0.38,0.58,2018-11-08,42,121
Enzo Nascimento,Casa,16345.48,6044.04,0.15,0.25,2018-11-08,105,383
Guilherme Santos,Casa,15295.03,10357.2,0.12,0.23,2018-11-08,96,155
Vitória Ribeiro,Brinquedo,5285.12,6750.36,0.25,0.25,2018-11-08,33,100
Julia Araújo,Esportes,4564.17,10554.1,0.4,0.39,2018-11-08,32,84
Lucas Rodrigues,Esportes,19502.14,9855.65,0.34,0.35,2018-11-08,153,686
Thiago Carvalho,Esportes,13289.8,3935.7,0.25,0.38,2018-11-08,92,411
Mateus Barbosa,Eletrônicos,12806.91,4610.63,0.28,0.22,2018-11-08,89,126
Camila Carvalho,Casa,15664.93,12792.78,0.33,0.32,2018-11-08,95,363
Diego Cardoso,Vestuário,8720.35,8224.13,0.24,0.15,2018-11-08,50,67
Jorge Santos,Brinquedo,9477.7,5736.91,0.36,0.25,2018-11-08,53,121
